state,county,latitude,longitude,reachedPatientLimit
NY,WESTCHESTER,41.2380439,-73.9316638,Y
NY,WESTCHESTER,41.026104,-73.7661268,Y
NY,SULLIVAN,41.6601022,-74.695708,Y
MA,SUFFOLK,42.3377252,-71.1052228,Y
MI,WAYNE,42.3555862,-83.0598889,Y
WA,KING,47.2957997,-122.3072285,Y
NJ,OCEAN,40.0839754,-74.2862057,Y
FL,DUVAL,30.2240447,-81.5695493,N
MA,BRISTOL,41.6350392,-70.9636671,Y
MA,BRISTOL,41.7151384,-71.1361713,Y
MA,WORCESTER,42.0802158,-72.0375242,Y
NY,CLINTON,44.679681,-73.4521727,Y
TN,PUTNAM,36.170405,-85.5109701,Y
MS,ALCORN,34.9327768,-88.559102,Y
TN,RUTHERFORD,35.9152671,-86.3797273,Y
KY,PULASKI,37.0843006,-84.6223208,Y
CA,YOLO,38.6641007,-121.7920967,Y
TN,KNOX,35.8920008,-84.1434632,Y
TN,WILLIAMSON,35.9581599,-86.832192,Y
NY,NEW YORK,40.7646499,-73.9543198,Y
NY,WESTCHESTER,41.0509885,-73.770148,Y
NY,NEW YORK,40.8412728,-73.9434719,Y
PA,ALLEGHENY,40.3585994,-80.1136434,Y
CA,ORANGE,33.7533549,-117.955402,Y
PR,SAN JUAN,18.4655394,-66.1057355,Y
NJ,BERGEN,40.9240453,-74.105071,Y
FL,MARION,29.1719952,-82.1048493,Y
UT,SALT LAKE,40.6879807,-111.8728328,Y
NY,BRONX,42.33021,-83.423191,Y
CA,SAN DIEGO,32.9079167,-117.2287078,Y
RI,WASHINGTON,41.360463,-71.8291689,Y
NY,ONEIDA,43.0541635,-75.2790315,Y
NY,BRONX,40.8180395,-73.9245244,Y
NY,KINGS,40.6077074,-73.9760584,Y
NY,KINGS,40.6435255,-73.9012832,Y
FL,PALM BEACH,26.75654,-80.066684,Y
MD,MONTGOMERY,39.0693365,-77.0520614,Y
PA,FAYETTE,39.9111104,-79.749846,Y
MA,MIDDLESEX,42.3932029,-71.1909083,Y
MA,BRISTOL,41.6526455,-70.923153,Y
MA,WORCESTER,42.1509483,-71.4952836,Y
MA,SUFFOLK,42.3362086,-71.0556267,Y
RI,BRISTOL,41.7541515,-71.3265417,Y
IA,DECATUR,40.6197355,-93.9231769,Y
NY,BRONX,40.8941709,-73.8611838,Y
NY,BRONX,40.814587,-73.9194027,Y
AZ,YUMA,32.6773718,-114.6282236,Y
NY,TULSA,36.0830632,-95.9584354,Y
ID,BONNEVILLE,43.4822701,-112.0318526,Y
IN,ST JOSEPH,41.695731,-86.1841158,Y
FL,COLLIER,26.2153142,-81.7902059,Y
CA,LOS ANGELES,33.809619,-118.1058148,Y
NJ,MERCER,40.3636991,-74.653172,Y
CA,MARIN,38.0674388,-122.8045412,Y
PA,PHILADELPHIA,39.9482112,-75.1998281,Y
PA,CHESTER,39.9993962,-75.7957045,Y
MO,BUCHANAN,39.7732177,-94.7710179,Y
FL,DUVAL,30.2925163,-81.3921173,Y
TX,DALLAS,32.972961,-96.7257344,Y
FL,VOLUSIA,29.0429685,-81.3050183,Y
MA,WORCESTER,42.0407634,-71.9105397,Y
NY,SUFFOLK,40.8556562,-73.1842825,Y
NJ,OCEAN,40.0578384,-74.1371832,Y
NY,BERKSHIRE,42.2022478,-73.3547281,Y
KY,BELL,36.6079009,-83.7120538,Y
NY,WESTCHESTER,41.12462,-73.7564045,Y
AZ,PIMA,32.1761227,-110.9556,Y
CT,HARTFORD,41.7815772,-72.5260287,Y
SC,GREENVILLE,34.8650705,-82.2291509,Y
MI,OAKLAND,42.4894801,-83.1446485,Y
NY,ONEIDA,43.2343818,-75.4377755,Y
NC,MECKLENBURG,35.1691542,-80.8477688,Y
MI,OAKLAND,42.6606782,-83.4376853,Y
AR,PULASKI,34.7648256,-92.3468002,Y
MA,HAMPDEN,42.1171979,-72.6144701,Y
PA,BERKS,40.2674601,-75.8079525,Y
CA,LOS ANGELES,34.0118592,-118.1153311,Y
PA,BERKS,40.3850015,-75.9206914,Y
MA,BRISTOL,41.6150377,-70.9313855,Y
PA,ALLEGHENY,40.4378001,-79.9844409,Y
PA,LYCOMING,41.2411897,-77.0010786,Y
PA,ARMSTRONG,40.8197623,-79.5182323,Y
NJ,ATLANTIC,39.682305,-74.860539,Y
PR,YAUCO,18.0335048,-66.8486695,Y
FL,HILLSBOROUGH,28.1866026,-82.4548428,Y
NY,NEW YORK,40.7794575,-73.9547265,Y
NY,KINGS,40.636904,-74.031606,N
AR,PULASKI,34.7486214,-92.320853,Y
ME,AROOSTOOK,46.879586,-68.008051,Y
MI,MONROE,41.930608,-83.3895828,Y
MI,OAKLAND,42.6612188,-83.2495134,Y
MI,WAYNE,42.415059,-83.4497032,Y
TX,TARRANT,32.6827335,-97.1184248,Y
IN,MADISON,40.095384,-85.682165,Y
CT,FAIRFIELD,41.1653306,-73.4688727,Y
MA,ESSEX,42.470572,-70.9200581,Y
NJ,HUDSON,40.7158673,-74.0508945,Y
NY,KINGS,40.6109007,-73.9518942,Y
MT,MISSOULA,46.8857678,-114.0309387,Y
MS,FORREST,31.3271189,-89.2903392,Y
TN,DAVIDSON,36.128853,-86.8019288,Y
OK,CLEVELAND,35.2094789,-97.4746096,Y
UT,SUMMIT,40.913956,-111.395902,Y
TN,WASHINGTON,36.3553512,-82.3706581,Y
FL,ORANGE,28.5745087,-81.3703578,Y
PR,PONCE,18.0090693,-66.6145774,Y
OH,DELAWARE,39.9655548,-82.9747274,Y
AZ,PIMA,32.2794567,-110.8571779,Y
TX,BEXAR,29.6650454,-98.6333034,Y
TX,DALLAS,32.9063679,-96.7678536,Y
PA,ALLEGHENY,40.434575,-79.955402,Y
LA,ORLEANS PARISH,29.9240915,-90.0201212,Y
NV,CLARK,36.1230356,-115.1066131,Y
NJ,UNION,40.6585683,-74.2142182,Y
PA,MONROE,41.0600377,-75.7735802,Y
TN,SHELBY,35.1168621,-89.9070596,Y
MA,SUFFOLK,42.3337186,-71.0725726,Y
NY,NEW YORK,40.71015,-73.990403,Y
CA,LOS ANGELES,34.063295,-118.4456537,Y
TX,TRAVIS,30.372661,-97.7854586,Y
GA,PAULDING,33.9244531,-84.8413056,Y
NY,NASSAU,40.714552,-73.6342524,Y
ME,WALDO,44.418767,-69.023522,Y
NJ,HUDSON,40.6702192,-74.1112641,Y
PA,PHILADELPHIA,39.9708289,-75.1497912,Y
MA,BARNSTABLE,41.6562824,-70.2744549,Y
NY,SCHENECTADY,42.814313,-73.9300348,Y
PA,PHILADELPHIA,40.11881,-75.018035,Y
NJ,HUDSON,40.7158673,-74.0508945,Y
NJ,SOMERSET,40.6204877,-74.4880969,Y
PA,MONTGOMERY,39.9842112,-75.2755114,Y
IA,JOHNSON,41.6588138,-91.5344434,Y
NJ,ATLANTIC,39.3690981,-74.5605626,Y
NJ,HUDSON,40.7431005,-74.0351813,Y
NY,ULSTER,41.8548906,-74.2974257,Y
CA,SAN DIEGO,33.1871699,-117.2905278,Y
MI,OAKLAND,42.5273317,-83.3804568,Y
CT,NEW HAVEN,41.5536318,-73.0364231,Y
MA,ESSEX,42.551048,-70.878111,Y
MI,LIVINGSTON,42.5156497,-83.7203831,Y
VA,ARLINGTON,38.8593599,-77.1264291,N
TX,TARRANT,32.7342786,-97.0497182,Y
OK,CHEROKEE,35.9326302,-95.1434274,Y
UT,DAVIS,40.893354,-111.882127,Y
FL,PALM BEACH,26.7045963,-80.1779815,Y
IL,DUPAGE,41.8065952,-88.1084673,Y
TN,SULLIVAN,36.5916165,-82.2765402,Y
SC,CHARLESTON,32.7840358,-79.9539071,Y
CA,SACRAMENTO,38.5705016,-121.4813674,Y
SD,MINNEHAHA,43.5337134,-96.7421233,Y
NY,ORANGE,41.3796262,-74.1732442,Y
TN,WASHINGTON,36.351141,-82.433081,Y
NY,NEW YORK,40.7656545,-73.9768438,Y
NY,NEW YORK,40.789814,-73.9528821,Y
NY,NEW YORK,40.7437206,-73.9884707,Y
NY,NASSAU,40.7940723,-73.6661527,Y
TX,WICHITA,33.9049494,-98.5075088,Y
TX,BEXAR,29.5067129,-98.5796252,Y
NC,PENDER,34.4490767,-77.5684123,Y
MA,HAMPSHIRE,42.351168,-72.6820638,Y
MD,ANNE ARUNDEL,38.9742202,-76.5498534,Y
AR,PULASKI,34.7500376,-92.3219615,Y
MS,JACKSON,30.3851463,-88.5171895,Y
WV,CABELL,38.4159846,-82.3409025,Y
PA,ERIE,41.8825827,-80.1274179,Y
OH,CUYAHOGA,41.540415,-81.442054,Y
OH,CUYAHOGA,41.4177706,-81.917657,Y
OH,RICHLAND,40.7575761,-82.5282651,Y
PA,ALLEGHENY,40.4657143,-79.949207,Y
CA,ORANGE,33.787624,-117.8381717,Y
MD,ANNE ARUNDEL,39.2006502,-76.6557195,Y
MI,WASHTENAW,42.2797181,-83.7470967,Y
CT,HARTFORD,41.7003235,-72.4754179,Y
UT,SALT LAKE,40.6559003,-111.9004087,Y
MA,PLYMOUTH,42.0844836,-71.0202031,Y
MI,MONROE,41.8873225,-83.3939708,Y
IN,PORTER,41.5752932,-87.1689717,Y
PA,LUZERNE,41.2403151,-75.9027033,Y
WV,CABELL,38.417028,-82.255961,Y
IN,MADISON,40.064837,-85.65347,Y
NY,ERIE,42.7937732,-78.7546838,Y
AL,JEFFERSON,33.5074539,-86.8087746,Y
MI,WAYNE,42.2450769,-83.2704184,Y
AZ,MARICOPA,33.378296,-111.747683,Y
AZ,MARICOPA,33.4795794,-111.684385,Y
ID,TWIN FALLS,42.5660908,-114.4893271,Y
AZ,COCHISE,31.5365834,-110.2556231,Y
NY,KINGS,40.6887587,-73.9366421,Y
NJ,HUDSON,40.7395882,-74.0307172,Y
MA,MIDDLESEX,42.6238882,-71.3588015,Y
NY,WESTCHESTER,41.075794,-73.8608579,Y
MA,BARNSTABLE,41.658291,-70.2745252,Y
NH,GRAFTON,43.6392981,-72.2654781,Y
TN,WASHINGTON,36.5423582,-82.5133967,Y
AL,MOBILE,30.672318,-88.1431112,Y
WA,KING,47.6035303,-122.3231204,Y
FL,ALACHUA,29.6499393,-82.3361815,Y
NJ,ESSEX,40.8127484,-74.220867,Y
NY,KINGS,40.6566616,-73.9440008,Y
SC,LEXINGTON,33.9205323,-81.5028049,Y
CA,ORANGE,33.7147872,-117.8477428,Y
CA,ORANGE,33.7551863,-117.9384928,Y
CA,ORANGE,33.8088002,-117.8492297,Y
CA,ORANGE,33.7033467,-117.9878203,Y
CO,PUEBLO,38.2337779,-104.6213003,Y
NY,NEW YORK,40.7637212,-73.9709995,Y
CA,SAN DIEGO,32.6857281,-117.1791054,Y
CA,SAN BERNARDINO,34.0822255,-117.5743964,Y
FL,PINELLAS,28.0370215,-82.708663,Y
MA,HAMPDEN,42.1171979,-72.6144701,Y
MA,BARNSTABLE,41.9157983,-69.9879225,Y
MA,MIDDLESEX,42.642182,-71.311467,Y
PA,BEAVER,40.6890816,-80.318634,Y
PA,LACKAWANNA,41.4367143,-75.6597655,Y
NY,QUEENS,40.695247,-73.8036292,Y
AZ,MARICOPA,33.69909,-111.920456,Y
CA,LOS ANGELES,34.0590006,-118.4449171,Y
AZ,APACHE,34.5061259,-109.3721833,Y
OH,BROWN,38.8653964,-83.9023923,Y
WV,KANAWHA,38.3455063,-81.6296581,Y
MS,JONES,31.7202921,-89.1469353,Y
TX,LUBBOCK,33.5739546,-101.8952764,Y
IN,TIPPECANOE,40.4193775,-86.8901964,Y
MA,DUKES,41.390147,-70.6645954,Y
MI,MONROE,41.92557,-83.3869108,Y
MD,HOWARD,39.2037144,-76.8610462,Y
NY,NEW YORK,40.788575,-73.954668,Y
CA,LOS ANGELES,34.0615104,-118.2053422,Y
PA,LANCASTER,40.0409303,-76.3213948,Y
NY,NASSAU,40.6910481,-73.5937683,Y
PA,LACKAWANNA,41.4087523,-75.6599476,Y
NY,BRONX,40.8458937,-73.8408496,Y
MD,ALLEGANY,39.563805,-78.979336,Y
KY,KENTON,,,Y
IN,JOHNSON,39.6146351,-86.0870051,Y
OH,FAIRFIELD,39.7136754,-82.5993294,Y
IN,MONROE,39.1599151,-86.5382527,Y
MD,BALTIMORE CITY,39.2858777,-76.6352564,Y
MD,BALTIMORE CITY,39.3553904,-76.7042659,Y
NY,NEW YORK,40.8425117,-73.9444143,Y
WV,BROOKE,40.3968838,-80.5312282,Y
NY,NEW YORK,40.7677126,-73.9836472,Y
FL,HILLSBOROUGH,27.98121,-82.4690919,Y
OK,OKLAHOMA,35.6917079,-97.4485517,Y
NJ,SOMERSET,40.5813203,-74.5989119,Y
OR,MULTNOMAH,45.5162487,-122.6388473,Y
AR,PULASKI,34.7486214,-92.320853,Y
NJ,BERGEN,40.9727336,-74.0934839,N
AL,SHELBY,33.2456398,-86.8153524,Y
OH,STARK,40.9141091,-81.4231338,Y
VA,FAIRFAX,40.7973,-81.404,Y
LA,EAST BATON ROUGE,30.3998496,-91.1098592,Y
NC,WAKE,35.78546,-78.7640109,Y
CO,LARIMER,40.5511181,-105.0819544,Y
MS,FORREST,31.3602521,-89.3481612,Y
NC,WAKE,35.7935372,-78.6628273,Y
NY,SARATOGA,42.7903985,-73.678411,Y
CT,HARTFORD,41.76769,-72.7159534,N
OH,LUCAS,41.6689103,-83.7411216,Y
FL,BROWARD,26.1934844,-80.1329557,Y
AL,JEFFERSON,33.4613048,-86.8341635,Y
FL,HILLSBOROUGH,28.0591669,-82.6215108,Y
NY,WESTCHESTER,41.0286269,-73.7541322,Y
NY,KINGS,40.581439,-73.959633,Y
NY,NASSAU,40.8642543,-73.6309468,Y
PA,MONTGOMERY,40.1346782,-75.2157259,Y
NY,ERIE,42.9963011,-78.8154343,Y
CT,NEW LONDON,41.5414806,-72.0868588,Y
NJ,CAMDEN,39.9006589,-74.9615316,N
MA,ESSEX,42.7785134,-71.073269,Y
MA,SUFFOLK,42.3337287,-71.072644,Y
CA,ALAMEDA,37.6823418,-121.8750285,Y
WI,FOND DU LAC,43.7777258,-88.4310243,Y
NJ,ESSEX,40.7200085,-74.2771229,Y
MA,BRISTOL,41.6877548,-71.1667023,Y
PA,LUZERNE,41.2697317,-75.8894307,Y
MA,MIDDLESEX,42.3311565,-71.2448606,Y
MA,ESSEX,42.5120522,-70.9092136,Y
OK,PAYNE,35.9862835,-96.7325905,Y
MA,ESSEX,42.6186932,-70.855506,Y
MA,SUFFOLK,42.347,-71.0888,Y
PA,MERCER,41.2426894,-80.4506847,Y
LA,ORLEANS,29.9241696,-90.0912,Y
IN,CLARK,38.2775702,-85.7371847,Y
TN,SHELBY,35.1295373,-89.7967491,Y
WV,ROANE,38.798498,-81.3508483,Y
FL,BREVARD,28.344048,-80.725815,Y
PA,DELAWARE,39.9760908,-75.3337507,Y
PA,PHILADELPHIA,39.9435291,-75.1636813,Y
PA,LUZERNE,41.145102,-75.8987169,Y
TX,TRAVIS,30.257191,-97.7384875,Y
NY,ALBANY,42.6618937,-73.7481209,Y
GA,COBB,33.8757471,-84.5043838,Y
NY,NEW YORK,40.7676462,-73.9610552,N
NY,NEW YORK,40.7376771,-74.0012177,Y
NY,KINGS,40.6189393,-74.0085519,Y
NJ,MONMOUTH,40.2082063,-74.0336614,Y
NY,CORTLAND,42.6086912,-76.1857776,Y
NY,KINGS,40.6233718,-73.9930117,Y
NJ,OCEAN,40.076007,-74.123962,Y
NY,QUEENS,40.750394,-73.873671,Y
NY,NEW YORK,40.7885126,-73.9675977,Y
NY,QUEENS,40.7293206,-73.7799241,Y
CT,FAIRFIELD,41.213171,-73.211994,Y
NY,BRONX,40.8434619,-73.9102129,Y
FL,PALM BEACH,26.7623256,-80.0906467,Y
WV,OHIO,40.059186,-80.6836263,Y
MN,HENNEPIN,44.977753,-93.2650108,Y
NY,NEW YORK,40.7513313,-73.9730852,Y
NY,NEW YORK,40.7951105,-73.9625475,Y
NY,KINGS,40.6350529,-73.918599,Y
NY,RICHMOND,40.6081119,-74.0905242,Y
NY,NEW YORK,40.7371007,-73.97714,Y
NY,NEW YORK,40.7342711,-73.9921624,Y
NY,BRONX,40.8250563,-73.8923031,Y
NY,QUEENS,40.7210319,-73.809633,Y
NY,NEW YORK,40.7884302,-73.9544887,Y
CT,FAIRFIELD,41.1125372,-73.4218019,Y
PR,PONCE,18.0107308,-66.6448776,Y
PR,ISABELA,18.5007759,-67.0243462,Y
PR,CAROLINA,18.4213356,-65.9734986,Y
CA,LOS ANGELES,34.0431159,-118.4459042,Y
OH,CUYAHOGA,41.5523208,-81.4976207,Y
PR,CIDRA,18.1857828,-66.1531213,Y
NY,NEW YORK,40.7632573,-73.9682958,N
NY,SUFFOLK,40.9412944,-73.0571923,Y
NY,NEW YORK,40.7258576,-73.9915885,Y
NY,NEW YORK,40.7538382,-73.9918639,Y
NY,NEW YORK,40.8053902,-73.9624123,Y
MS,HARRISON,30.4225927,-89.086808,Y
NY,NASSAU,40.627358,-73.713899,Y
NY,NEW YORK,40.7760126,-73.9850894,Y
NM,BERNALILLO,35.0555426,-106.5820532,Y
NY,HERKIMER,43.0237811,-74.9841406,Y
CA,SAN DIEGO,32.8711579,-117.2355826,Y
KY,FAYETTE,36.9685219,-86.4808043,Y
MO,JACKSON,39.0349774,-94.5397201,Y
NY,KINGS,40.5807644,-73.9667949,Y
CA,SAN DIEGO,33.1594577,-117.2198899,Y
CA,SAN DIEGO,32.7505338,-117.1578167,Y
TX,WILBARGER,34.1554683,-99.3258476,Y
TX,HARRIS,29.789206,-95.4039768,Y
CA,SAN DIEGO,32.8711579,-117.2355826,Y
OH,FRANKLIN,40.0610381,-82.9955489,Y
SC,ANDERSON,34.547416,-82.676401,Y
CA,LOS ANGELES,34.0345159,-118.4785952,Y
CO,JEFFERSON,39.6644611,-105.338137,Y
AZ,MARICOPA,33.4855112,-112.0711575,Y
NJ,BURLINGTON,39.9670558,-74.9726655,Y
CA,VENTURA,34.1825691,-118.9044678,Y
FL,DUVAL,30.2929481,-81.6115779,Y
ME,FRANKLIN,44.6253198,-70.158373,Y
OK,TULSA,36.1290442,-96.0159116,Y
MD,BALTIMORE CITY,39.3032736,-76.6316456,Y
KY,JEFFERSON,38.2474626,-85.7476947,Y
CO,JEFFERSON,39.7236195,-105.2584521,Y
NY,KINGS,40.6848194,-73.9803362,Y
NY,NASSAU,40.7079569,-73.6786837,Y
NY,NASSAU,40.6908595,-73.5446839,Y
NY,WESTCHESTER,41.0167381,-73.7697803,Y
NM,TORRANCE,34.9900503,-106.0491893,Y
MD,WASHINGTON,39.638308,-77.716593,Y
MD,CECIL,39.4044531,-75.8690569,Y
NY,NASSAU,40.7425106,-73.6156301,Y
MD,MONTGOMERY,38.9890569,-77.1018152,Y
MD,BALTIMORE,39.2798146,-76.5001645,Y
MI,OAKLAND,42.5567186,-83.4375081,Y
CA,MARIN,37.9801687,-122.5218558,Y
MD,PRINCE GEORGES,38.9652088,-76.84082,Y
MD,PRINCE GEORGES,39.1083024,-76.8525917,Y
MD,BALTIMORE,39.3768304,-76.626788,Y
MD,HOWARD,39.2146802,-76.8712659,Y
NY,NEW YORK,40.787894,-73.968181,Y
CA,SONOMA,38.3892927,-122.8159818,Y
CO,PUEBLO,38.2895766,-104.6304784,Y
VA,WILLIAMSBURG CITY,37.2452,-76.6526,Y
AZ,PIMA,32.293292,-110.962178,Y
CA,LOS ANGELES,34.0370752,-118.4756526,Y
NY,NEW YORK,40.77426,-73.945871,Y
CA,RIVERSIDE,33.7426828,-116.4083239,Y
CA,RIVERSIDE,33.7199778,-116.3975269,Y
NY,ERIE,42.9544838,-78.6780327,Y
GA,CLARKE,33.9622743,-83.3920167,Y
MI,OAKLAND,42.5473833,-83.1594563,Y
MA,PLYMOUTH,42.0709317,-71.0653301,Y
MI,MACOMB,42.5033481,-83.0070557,Y
OH,WARREN,39.5266553,-84.0905382,Y
FL,PINELLAS,27.9906145,-82.6890074,Y
AL,SHELBY,33.6140766,-86.6883943,Y
MI,MACOMB,42.5353974,-83.0818538,Y
OH,CUYAHOGA,41.5137305,-81.6137448,Y
KY,FAYETTE,38.0499747,-84.4943183,Y
FL,HILLSBOROUGH,28.0126049,-82.5040803,Y
NJ,ESSEX,40.835396,-74.2645849,Y
NY,SUFFOLK,41.06951,-72.43451,Y
UT,SALT LAKE,40.6876927,-111.8726779,Y
SC,CHARLESTON,32.7827262,-79.9523457,Y
ME,PENOBSCOT,44.8205528,-68.7632429,Y
ME,WASHINGTON,44.5547447,-67.6181674,Y
NY,MONROE,43.1564876,-77.6029647,Y
PA,PHILADELPHIA,39.9486686,-75.2000356,Y
PA,ALLEGHENY,40.4816092,-79.9028391,Y
OH,MAHONING,41.1018474,-80.7651744,Y
MA,SUFFOLK,42.3663766,-71.0589595,Y
CT,NEW HAVEN,41.2894109,-72.9299339,Y
NY,NEW YORK,40.764456,-73.9767688,Y
NY,STEUBEN,42.3437845,-77.3475178,Y
MA,MIDDLESEX,42.452667,-71.0893465,Y
OH,LORAIN,41.3883885,-82.0769018,Y
CT,FAIRFIELD,41.034308,-73.630196,Y
WA,KING,47.4859066,-122.295197,Y
UT,SANPETE,39.5313536,-111.4610433,Y
CA,SAN DIEGO,33.2006149,-117.2423158,Y
NY,SAINT LAWRENCE,44.68582,-75.4869,Y
NY,RICHMOND,40.5867419,-74.103854,Y
NY,KINGS,40.671746,-73.8952429,Y
UT,SALT LAKE,40.7033746,-111.8567746,Y
AZ,COCONINO,35.2014439,-111.6453215,Y
WA,KING,47.758321,-122.167302,Y
SC,BEAUFORT,32.205874,-80.7029575,Y
MI,MACOMB,42.6173887,-83.0901789,Y
UT,SALT LAKE,40.6319559,-111.9382062,Y
TN,RUTHERFORD,35.8639205,-86.4302607,Y
CA,SANTA BARBARA,34.4297608,-119.6896644,Y
VA,BALTIMORE CITY,39.3029758,-76.6155614,Y
MD,HARFORD,39.5477462,-76.3501162,Y
GA,FULTON,33.8397927,-84.3738573,Y
OR,MULTNOMAH,45.5339694,-122.6668993,Y
NY,NEW YORK,40.7707149,-73.9543196,Y
NY,SUFFOLK,40.7333399,-73.4450456,Y
NY,RICHMOND,40.5945589,-74.0981872,Y
NY,NASSAU,40.724595,-73.564888,Y
NY,QUEENS,40.7169469,-73.8044537,Y
MD,KENT,39.2100735,-76.0684539,Y
KY,HOPKINS,37.4251433,-87.4819316,Y
MA,NORFOLK,42.0898444,-71.2953553,Y
MA,NEW HAVEN,41.3045504,-72.9303133,Y
CA,SAN FRANCISCO,37.7893477,-122.4175451,Y
VT,WASHINGTON,44.259778,-72.5752297,Y
NY,ONTARIO,42.8743503,-77.2896299,Y
WA,KING,47.562916,-122.307911,Y
KY,HARLAN,36.8110247,-83.3133518,Y
NJ,SOMERSET,40.5727656,-74.6225824,Y
OK,TULSA,36.0660192,-95.921435,Y
CA,HUMBOLDT,40.8023,-124.1463,Y
PA,PHILADELPHIA,39.978973,-75.15827,Y
PA,MERCER,40.4479705,-79.9487946,Y
NJ,HUDSON,40.6696758,-74.116334,Y
NY,NEW YORK,40.7807876,-73.9602611,Y
MA,HAMPDEN,42.1074566,-72.5930574,Y
WI,OZAUKEE,43.2565785,-87.9261886,Y
TX,DALLAS,32.8628411,-96.8081,Y
WA,KING,47.587496,-122.321152,Y
CA,MARIN,37.9057478,-122.5493499,Y
FL,MIAMI-DADE,25.8869459,-80.165229,Y
AZ,PIMA,32.2816437,-111.0527802,Y
IN,ELKHART,41.6611778,-85.9840338,Y
IN,ELKHART,41.6036101,-85.8394505,Y
OH,CUYAHOGA,41.502864,-81.613118,Y
WI,MILWAUKEE,43.046602,-88.0091901,Y
PA,DELAWARE,39.8577304,-75.3658773,Y
OH,ATHENS,39.325246,-82.1069784,Y
CA,SAN MATEO,37.4879265,-122.226589,Y
NJ,CAMDEN,39.7983264,-75.0648798,Y
CO,EL PASO,38.8360604,-104.7914084,Y
NY,GLOUCESTER,39.6353122,-75.0348554,Y
IL,COOK,42.0401107,-87.8588886,Y
NJ,CAMDEN,39.7983452,-75.0641719,Y
ME,CUMBERLAND,43.6616484,-70.251508,Y
IA,JOHNSON,,,Y
OH,LUCAS,41.6179831,-83.6172486,Y
CA,SAN FRANCISCO,37.7623346,-122.4146878,Y
TX,HARRIS,29.7897466,-95.5702765,Y
NY,NEW YORK,40.7420088,-73.9742282,Y
CA,LOS ANGELES,34.0737411,-118.3807658,Y
VA,RICHMOND CITY,37.5809595,-77.4950893,Y
NH,GRAFTON,43.6754423,-72.2732892,Y
NY,KINGS,40.6310935,-73.9723541,Y
DE,KENT,39.1797477,-75.5530538,Y
NY,NEW YORK,40.8018591,-73.9437647,Y
IL,LAKE,42.160234,-88.1368977,Y
UT,MAUI,20.8877225,-156.4904867,Y
NY,KINGS,40.5791967,-73.9646138,Y
MI,WASHTENAW,42.3016114,-84.0238885,Y
NY,NEW YORK,40.8474985,-73.9318014,Y
GA,FULTON,33.724976,-84.5083727,Y
MD,BALTIMORE CITY,39.3304909,-76.6164091,Y
MI,WASHTENAW,42.3075837,-83.6753641,N
MS,DESOTO,34.9609513,-89.9711748,Y
NC,MECKLENBURG,35.1674637,-80.849066,Y
NC,PITT,35.6157006,-77.4122507,Y
NV,CLARK,36.1580261,-115.1636909,Y
LA,RAPIDES,31.2967928,-92.5112451,Y
VA,VIRGINIA BEACH CITY,36.8727033,-76.1369061,Y
VA,VIRGINIA BEACH CITY,36.8726089,-76.1374039,Y
OK,TULSA,36.1409362,-95.94881,Y
MI,WASHTENAW,42.2583163,-83.664016,Y
MD,MONTGOMERY,39.06833,-77.18346,Y
NY,ALBANY,42.656158,-73.8034993,Y
GA,WALKER,34.9786143,-85.2756828,Y
CA,LOS ANGELES,34.1573227,-118.4884038,Y
CA,VENTURA,34.217143,-119.0430151,N
NY,NEW YORK,40.842265,-73.944617,Y
IL,LA SALLE,45.4215296,-75.6971931,Y
GA,GWINNETT,33.8901,-84.143,Y
CA,LOS ANGELES,34.169567,-118.0968596,Y
WI,WAUKESHA,42.9875283,-88.0839183,Y
OH,FRANKLIN,40.5886699,-83.1285242,Y
WI,MILWAUKEE,43.0119864,-87.9276202,Y
CA,ALAMEDA,37.8177395,-122.2673437,Y
CA,LOS ANGELES,34.0702592,-118.4010277,Y
IL,COOK,42.0639221,-88.0414285,Y
IL,COOK,42.0282451,-88.0461276,Y
NY,NEW YORK,40.7668783,-73.968062,Y
TX,COLLIN,33.0832621,-96.7965441,Y
IL,COOK,41.8781136,-87.6297982,Y
CT,HARTFORD,41.7557588,-72.7642991,Y
CA,LOS ANGELES,34.1943862,-118.46226,Y
FL,MIAMI-DADE,25.7053911,-80.2936699,Y
CA,LOS ANGELES,34.1621841,-118.6322487,Y
NY,NEW YORK,40.7456199,-73.9922545,Y
NJ,SOMERSET,40.4673125,-74.6832227,Y
NJ,MONMOUTH,40.358421,-74.049801,Y
IL,COOK,42.0559234,-88.1369928,Y
NY,KINGS,40.6111307,-73.9979471,Y
CA,SAN FRANCISCO,37.7573022,-122.4061541,Y
KS,WYANDOTTE,39.0557467,-94.6107407,Y
NJ,BERGEN,40.8199366,-74.1221149,Y
MI,INGHAM,42.6825397,-84.5409756,Y
NY,SUFFOLK,40.6851942,-73.4222102,Y
TX,BEXAR,29.5058974,-98.5715436,Y
CA,LOS ANGELES,34.1845601,-118.6628881,Y
NY,SUFFOLK,40.6851942,-73.4222102,Y
NY,KINGS,40.5856847,-73.951435,Y
PR,SAN GERMAN,18.0823532,-67.0438875,Y
CA,IMPERIAL,32.8285019,-115.5691723,Y
DC,DISTRICT OF COLUMBIA,38.8659856,-76.9897776,Y
PR,CAROLINA,18.4009855,-65.9651795,Y
SC,HORRY,33.6383816,-78.9935749,Y
DE,NEW CASTLE,39.7602166,-75.5604662,Y
MD,CHARLES,38.5891951,-76.9455039,Y
NV,CLARK,36.16918,-115.13004,Y
